desertionNo,happenDt,happenPlace,upKindNm,kindNm,colorCd,age,weight,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,rfidCd,noticeSdt,noticeEdt,popfile1,popfile2
443571202601704,20260812,오창읍 양청리 메인동물병원,고양이,믹스묘,"기타(검정,회색)",2026(년생),1.8(Kg),보호중,F,U,"5개월령순하며보들한털을가짐,우측골반장골골절 및 고관절 탈구, 좌측 뒷다리 심한 피부결손",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-23  청주시 반려동물 보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812150826.jpeg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508844.jpeg
443443202600614,20260812,옥천읍,개,사모예드,흰색,2023(년생),35(Kg),보호중,M,N,"[관리번호349]옥천읍 대천리에 위치한 민가에서 발견, 귀엽고 순함",옥천동물병원,043-732-8844,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원",,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008439[1].png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008266.png
443440202600247,20260812,백운면 애련로131,개,믹스견,갈색&검정,2026(60일미만)(년생),1.1(Kg),보호중,M,N,활발함,제천시 동물보호센터,043-647-0059,충청북도 제천시 금성면 적성로8길 51 (금성면) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408851.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408903.jpg
442429202600276,20260812,남면 영곡길 산밑 비포장도로옆 ,개,믹스견,기타(연갈색),2026(60일미만)(년생),4(Kg),보호중,M,U,없음,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍) ,,20260812,20260819,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408549.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408534.jpg
442429202600275,20260812,남면 영곡길 산밑 비포장도로옆,개,믹스견,검정색,2026(60일미만)(년생),2(Kg),보호중,F,U,없음 ,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍) ,,20260812,20260819,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408785.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408608.jpg
442429202600274,20260812,남면 영곡길 산밑 비포장도로옆,개,믹스견,갈색&검정,2026(60일미만)(년생),1.2(Kg),보호중,F,U,피부질환있음,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍) ,,20260812,20260819,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408988.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408139[1].jpg
442429202600273,20260812,남면 영곡길  산밑 비포장도로,개,믹스견,갈색&검정,2026(60일미만)(년생),1.2(Kg),보호중,F,U,없음,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍) ,,20260812,20260819,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408221.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408453.jpg
442429202600272,20260812,남면 영곡길 비포장도로옆,개,믹스견,갈색&검정,2026(60일미만)(년생),1.4(Kg),보호중,F,U,없음,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍) ,,20260812,20260819,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408956.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408150.jpg
442429202600271,20260812,남면 영곡길 산밑 비포장도로옆,개,믹스견,갈색&검정,2026(60일미만)(년생),1.2(Kg),보호중,M,U,꼬리부분 피부질환,정선가축병원,033-563-0198,강원도 정선군 정선읍 정선로 1321 (정선읍) ,,20260812,20260819,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408308.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812140874.jpg
442423202600286,20260812,교동 가장맛있는족발,개,믹스견,흰색,2018(년생),8(Kg),종료(반환),F,N,"검은색목줄,초록색리드줄",속초시유기동물보호소,033-636-2519,강원도 속초시 하도문길 103 (대포동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508465.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508511.jpg
442418202600729,20260812,박사로 914-14,개,치와와,갈색&흰색,2016(년생),3(Kg),종료(반환),M,U,"온순,초록목줄",춘천시 동물보호센터,033-245-5351,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812140821.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812140837.jpg
442418202600728,20260812,너울숲 공원,개,믹스견,검정&흰색,2023(년생),7(Kg),종료(반환),M,U,온순,춘천시 동물보호센터,033-245-5351,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408145.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121408160.jpg
441570202600562,20260812,대신면 율촌리,개,믹스견,황갈색,2022(년생),6.50(Kg),보호중,M,N,"파란색 목띠착용, 뒷 다리 불편, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 여양2로 42 (천송동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121908655.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121908716.jpg
441570202600561,20260812,오학동 여양로,개,믹스견,기타(갈색검정색),2019(년생),13.00(Kg),보호중,M,N,"목띠착용, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 여양2로 42 (천송동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121908883.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121908104.jpg
441570202600560,20260812,점봉동 세종로,고양이,코리안 숏헤어,흰색/검은색 얼룩무늬,2026(년생),1.30(Kg),보호중,M,N,"다소야윔, 뒷다리 다소 불편, 경계심이 다소있음",위더스 동물보호센터,031-882-4381,경기도 여주시 여양2로 42 (천송동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812190877.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121908127.jpg
441553202602395,20260812,진안동 인근,개,믹스견,금갈색,2012(년생),18(Kg),종료(반환),M,U,갑작스런 변화에 예민해진 상태/ 천천히 다가가면 순하고 얌전함/ 겁이있음,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,,20260812,20260821,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121608571.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812160801.jpg
441407202600866,20260812,부발읍 대관리,개,믹스견,크림색,2025(년생),9.00(Kg),보호중,M,N,매우온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 여양2로 42 (천송동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121908740.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121908787.jpg
441405202602610,20260812,처인구 이동읍 시미리 204,개,믹스견,갈색&검정,2025(년생),12.9(Kg),종료(반환),F,U,"2마리 함께 입소, 녹색 목줄 착용, 귀여운 아이",용인시 동물보호센터,031-6193-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121608901[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121608401[1].jpg
441405202602609,20260812,처인구 이동읍 시미리 204,개,믹스견,갈색,2024(년생),16.7(Kg),종료(반환),M,U,"2마리 함께 입소, 귀여운 아이",용인시 동물보호센터,031-6193-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121608503.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121608566.jpg
441405202602608,20260812,처인구 모현읍 초부리 828-98,개,푸들,갈색,2021(년생),3.4(Kg),보호중,M,N,"털엉킴 심함, 피부상태 좋지 않음, 귀여운 아이",용인시 동물보호센터,031-6193-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121308409.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121308248.jpg
441401202600764,20260812,은행동 661,개,믹스견,"기타(검,갈,흰)",2020(년생),19(Kg),보호중,M,N,"매력적인 호피무늬, 가슴에 하얀털 있음, 산책과 사람이 좋은 순둥이",시흥동물누리보호센터,031-310-6945,경기도 시흥시 뒷방울길 218 (정왕동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608251408261.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608251408312.jpg
441401202600763,20260812,정왕동 1800-10,고양이,레그돌,"기타(흰,회)",2026(60일미만)(년생),0.48(Kg),종료(입양),M,N,"2개월령 추정, 사람을 좋아하고 온순한 성격, 사랑스러운 외모, 파란눈이 매력적인 아이",시흥동물누리보호센터,031-310-6945,경기도 시흥시 뒷방울길 218 (정왕동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008289.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008317.jpg
441400202600273,20260812,성호대로141,개,시츄,갈색&흰색,2026(년생),1.4(Kg),종료(반환),F,U,"식욕부진,미용되어있음",오산 유기동물보호소,031-372-9325,경기도 오산시 성호대로 36 (오산동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120908418.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120908473.jpg
441399202601358,20260812,진접읍 해밀예당 3로 57,고양이,코리안 숏헤어,흰색/검은색 얼룩무늬,2026(60일미만)(년생),0.58(Kg),종료(입양),F,N,겁이 많지만 귀여운 아기 고양이,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812150806.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812150838.png
441399202601357,20260812,청학로77,고양이,코리안 숏헤어,기타(고등어),2026(년생),1.16(Kg),종료(입양),F,N,순하고 귀여운 아이,남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508751.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508777.png
441399202601356,20260812,가운119 지금동 황금산 주차장,개,믹스견,흰색,2026(년생),17(Kg),종료(반환),M,N,"순하고 귀여우며 사람을 좋아함, 초록 목줄에 끊겨진 빨간 와이어 리드줄 착용",남양주시동물보호센터,031-590-2785,경기도 남양주시 경강로163번길 32-27 (이패동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121208495.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121208533.png
441391202601315,20260812,지산동 777 앞 도로,개,믹스견,갈색&흰색,2023(년생),4.5(Kg),종료(반환),F,U,털 상태 깨끗함,평택시동물보호센터,031-8024-8080,경기도 평택시 청북읍 청북로 497  ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121708934.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121708964.jpg
441391202601314,20260812,오성면 숙성3길 28 블루베리 농장 안,개,믹스견,갈색&흰색,2026(년생),2.7(Kg),보호중,M,U,입소 당시 눈물 뚝뚝 흘리고 겁 많았으나 발랄해짐/추첨제 예정,평택시동물보호센터,031-8024-8080,경기도 평택시 청북읍 청북로 497  ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508216.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508274.png
441378202601079,20260812,태평동 4동 7290,개,포메라니안,기타(연갈색),2018(년생),3.74(Kg),종료(반환),M,Y,"귓병, 치석 심함, 치아 몇 개 안남음",펫앤쉘터동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120908346.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120908382.jpg
431370202600744,20260812,무거동 숲공원,고양이,코리안 숏헤어,검은색흰색황토색조합,2026(60일미만)(년생),0.5(Kg),보호중,F,N,어리고 허약 결막염,스마일동물병원,052-277-0075,울산광역시 남구 대학로 112 (무거동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121808842.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121808881.jpg
431370202600743,20260812,산업로339번길,고양이,코리안 숏헤어,흰색/검은색 얼룩무늬,2026(60일미만)(년생),0.40(Kg),보호중,M,N,"온몸 피부병 심함, 성격은 온순함",강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동) 1층,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121608734.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812160844.jpg
431369202600514,20260812,번영로 564,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(년생),1.00(Kg),보호중,F,N,교통사고,산타클라라동물병원,052-244-4296,울산광역시 중구 다운로 1 (다운동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608122208314.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608122208342.jpg
430364202600494,20260812,가양동 444-6,개,믹스견,갈색,2023(년생),2.1(Kg),종료(입양),M,U,가방유기(사건 접수),대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508216[1].png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508484.png
430364202600493,20260812,용전동 172-4,개,말티즈,흰색,2023(년생),4.68(Kg),종료(반환),M,Y,왼쪽 안구 사용 불능·미용,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508733.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508208.png
427347202600669,20260812,상인역 부근,개,믹스견,붉고 엷은 황갈색,2018(년생),9(Kg),종료(반환),M,N,미용,대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121708648.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608131108443.jpg
427346202600765,20260812,호텔라온제나 근처,고양이,코리안 숏헤어,기타(흰색회색),2026(년생),1.6(Kg),보호중,M,N,순하고 믹스묘 같이 너무 예쁘게 생긴 코숏입니다,신세계동물병원,053-751-6693,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121808201.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812180847.jpg
427346202600761,20260812,수성구청당직실,개,라브라도 리트리버,크림색,2018(년생),30(Kg),종료(반환),F,U,-,제니스동물병원,053-756-8293,대구광역시 수성구 달구벌대로 2475 (범어동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008476.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008970.jpg
426331202600467,20260812,수영로 297 대영빌딩 1층,고양이,믹스묘,기타(검+흰),2023(년생),3.2(Kg),보호중,M,N,"기력없음, 기립 불능, 구토증상, 검+흰",(사)동부동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121108162.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121108176.jpg
426325202600302,20260812,보수파출소,개,말티즈,흰색,2019(년생),3.5(Kg),보호중,F,U,"빨간색하네스착용,온순하고사람을잘따름,중구1-53",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121908149.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121908224.jpg
413588202600286,20260812,함평읍 한나리길 34-189,개,믹스견,흰색,2026(60일미만)(년생),2(Kg),보호중,F,U,경계심,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,,20260812,20260826,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120708855.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120708559.jpg
413588202600285,20260812,함평읍 한나리길 34-189,개,믹스견,검정색,2026(년생),2(Kg),보호중,F,U,경계심,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,,20260812,20260826,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120708891.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120708475.jpg
413588202600284,20260812,함평읍 한나리길 34-189,개,믹스견,갈색,2026(년생),2(Kg),보호중,M,U,경계심,학교임시동물보호센터,010-5649-3435,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,,20260812,20260826,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120708275.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608120708885.jpg
413586202600060,20260812,전남광주통합특별시 강진군 마량면 마량안길29-2 주변,개,믹스견,흰색&황갈색,2024(년생),12(Kg),보호중,M,U,기질이 온순하여 사람을 잘 따르고 얌전함,강진군 유기견 보호소,061-430-3237,"전라남도 강진군 강진읍 초지길 109-62 (강진읍, 강진군상하수도사업소) ",,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508493.jpeg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508548.jpeg
413581202600469,20260812,서구 덕흥동,개,프렌치 불독,호반색(호랑이무늬),2024(년생),14(Kg),보호중,F,U,"26-0462 꼬깜, 파란색 목줄 착용",광주광역동물보호센터,062-613-6770,전남광주통합특별시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508518.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508584.jpg
413580202600536,20260812,진월면 아동길 14-19  주변 ,개,믹스견,황갈색,2021(년생),6(Kg),보호중,F,N,믹스 황갈색 암컷 5살 추정 ,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508892.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508484.jpg
413580202600535,20260812,진월면 아동길 14-19  주변 ,개,믹스견,검정색,2021(년생),6(Kg),보호중,F,N,믹스 검정 암컷 5살 추정 ,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508231[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508825.jpg
413579202601270,20260812,나주시박정길7-27,고양이,코리안 숏헤어,검은색흰색황토색조합,2026(년생),1.1(Kg),보호중,F,N,생후3개월정도로보임 ,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508439.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508902.jpg
413579202601269,20260812,나주시박정길7-27,고양이,코리안 숏헤어,기타(검흰),2026(년생),1.2(Kg),보호중,F,N,생후3개월정도로보임 ,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508411.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812150821.jpg
413579202601268,20260812,나주시박정길7-27,고양이,코리안 숏헤어,기타(검흰),2026(년생),1.2(Kg),보호중,F,N,생후3개월정도로보임 ,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508791.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508330.jpg
413579202601267,20260812,나주시박정길7-27,고양이,코리안 숏헤어,검정색,2026(년생),1(Kg),보호중,M,N,생후3개월정도로보임 ,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508853.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508523.jpg
413579202601266,20260812,나주시박정길7-27,고양이,코리안 숏헤어,검정색,2026(년생),1.1(Kg),보호중,M,N,생후3개월정도로보임 ,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508822.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508267.jpg
413579202601265,20260812,나주시남평읍남평2로7황금세차장,고양이,코리안 숏헤어,기타(갈흰),2026(60일미만)(년생),0.3(Kg),보호중,F,N,생후3주정도로보임,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508545.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121508599.jpg
413578202601336,20260812,우두리 상하동길 166-2,개,진도견,흰색,2025(년생),13(Kg),종료(입양),M,N,구조 당시 빨간색 목띠만 착용 된 상태/온순한편,반려동물보호센터,061-659-2474,전남광주통합특별시 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121708914.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812170869.jpg
413578202601330,20260812,씨월드카린부근(09:40),개,믹스견,호반색(호랑이무늬),2025(년생),14(Kg),보호중,F,N,"목줄없이 보안구역을 배회,잘따름",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 36  ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812170822.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260812170866.jpg
411323202600599,20260812,"서울 송파구 올림픽로 326 (신천동, 송파구청)",개,푸들,쵸콜릿색,2019(년생),8(Kg),종료(반환),F,U,온순. 약간 겁 있음. 칭얼거림. 코 갈색. 양 귀 외이염. 피부 질환. 치석. 꼬리 단미 안됨. 털 상태 양호. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121708793[2].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121708811.jpg
